```csv
SakaID,SakaMetni,TepkiMetinleri,Kategori,AltKategori,Dil,UygunlukFiltresi
J152,"Hangi tarlada havuç yetişmez?","[""Hangisinde?"", ""Mayın tarlasında."", ""Kesinlikle doğru.""]",Kara_Mizah,,TR,Kara_Mizah_Seviye1
J153,"En çok hangi hayvanın canı sıkılır?","[""Hangisinin?"", ""Can-avarın."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J154,"Adamın biri uzaya gitmiş, ne olmuş?","[""Ne olmuş?"", ""Uzay boşluğuna düşmüş."", ""Yerçekimi yok.""]",Soguk_Espri,,TR,Genel
J155,"Hangi gemi yüzmez?","[""Hangisi?"", ""Eğitim gemisi."", ""Yerinde sayar.""]",Soguk_Espri,,TR,Genel
J156,"En çok hangi ilimizde balık tutulur?","[""Hangisinde?"", ""Ağrı. Çünkü oltayı atıp bekliyorsun."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J157,"Bir fil saklanırsa ne olur?","[""Ne olur?"", ""Görünmez."", ""Bu bir şaka mıydı?""]",Absurt_Mizah,,TR,Genel
J158,"Hangi dağda ateş yanmaz?","[""Hangisinde?"", ""Yanardağda. Zaten yanıyor."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J159,"En çok acıkan ilimiz hangisidir?","[""Hangisi?"", ""Acı-payam."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J160,"Bir yamyam diğerine ne demiş?","[""Ne demiş?"", ""Geçen gün bir palyaço yedim, tadı bir komikti."", ""Yamyam gurmesi.""]",Kara_Mizah,Yamyam,TR,Kara_Mizah_Seviye2
J161,"En çok hangi hayvan yalan söyler?","[""Hangisi?"", ""Yılan."", ""Yılan hikayesi.""]",Kelime_Oyunu,,TR,Genel
J162,"En çok hangi balık telefonda konuşur?","[""Hangisi?"", ""Alo-balık."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J163,"Temel'in en sevdiği spor nedir?","[""Nedir?"", ""At-letizm."", ""Atları seviyor.""]",Bolgesel_Fikra,Temel,TR,Genel
J164,"En çok hangi ilimizde trafik vardır?","[""Hangisinde?"", ""Yoz-gat. Çünkü 'yoz' 'geç' demek."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J165,"Bir matematik problemi neden üzgündü?","[""Neden?"", ""Çünkü çok fazla problemi vardı."", ""Anlıyorum onu.""]",Bilimsel_Espri,Matematik,TR,Genel
J166,"En çok hangi çiçek su ister?","[""Hangisi?"", ""Sultan-ahmet."", ""Sultanahmet çeşmesi.""]",Kelime_Oyunu,,TR,Genel
J167,"Hangi bebek emeklemez?","[""Hangisi?"", ""Göz bebeği."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J168,"En çok hangi kuşun sesi güzeldir?","[""Hangisinin?"", ""Bülbül. Çünkü hep 'şarkı' söyler."", ""Bu doğru.""]",Soguk_Espri,,TR,Genel
J169,"Bir adam 'ben gidiyorum' demiş. Nereye gitmiş?","[""Nereye?"", ""Gideceği yere."", ""Bu bir cevap değil.""]",Absurt_Mizah,,TR,Genel
J170,"En çok hangi hayvanın parası vardır?","[""Hangisinin?"", ""Para-keet (muhabbet kuşu)."", ""İngilizce espri.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J171,"Hangi doktor hastasına bakmaz?","[""Hangisi?"", ""Doktor-a yapan."", ""Akademik doktor.""]",Mesleki_Espri,Egitim,TR,Genel
J172,"En çok hangi harf su içer?","[""Hangisi?"", ""F. Çünkü 'ef-su' deriz."", ""Bu zorlama.""]",Kelime_Oyunu,,TR,Genel
J173,"Bir araba neden ağlar?","[""Neden?"", ""Çünkü lastiği patlamıştır."", ""Canı acımış.""]",Soguk_Espri,,TR,Genel
J174,"En çok hangi şehirde üşürüz?","[""Hangisinde?"", ""Buz-luca."", ""Soğuk bir yer.""]",Kelime_Oyunu,,TR,Genel
J175,"Turuncu besin geldi mi?","[""Geldi!"", ""Vitamin zamanı!"", ""Enerji dolu!""]",Rituel,Sim_Ozel,TR,Genel
J176,"En çok hangi hayvanın uykusu gelir?","[""Hangisinin?"", ""Uyu-z böceği."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J177,"En çok hangi ilimiz meraklıdır?","[""Hangisi?"", ""Merak-lı."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J178,"Hangi dağda çiçek açmaz?","[""Hangisinde?"", ""Kısır Dağı'nda."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J179,"Nasreddin Hoca pazarda eşeğini kaybetmiş, bir yandan da türkü söylüyormuş. 'Hocam' demişler, 'eşeğini kaybettin, ne diye seviniyorsun?' Hoca cevaplamış: 'Ya üstünde ben de olsaydım?'","[""Hoca'nın iyimserliği."", ""Kötünün iyisi."", ""Hahaha!""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J180,"En çok hangi hayvanın beli ağrır?","[""Hangisinin?"", ""Bel-uga."", ""Balina beli.""]",Kelime_Oyunu,,TR,Genel
J181,"Hangi kalem uçmaz?","[""Hangisi?"", ""Tükenmez kalem."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J182,"En çok hangi ilimizde dondurma yenir?","[""Hangisinde?"", ""Van-ilya."", ""Dondurmalı şehir.""]",Kelime_Oyunu,,TR,Genel
J183,"Adamın biri o kadar oburmuş ki, rüyasında bile yemek yiyormuş.","[""İnanılmaz."", ""Oburluğun bu kadarı."", ""Afiyet olsun.""]",Absurt_Mizah,,TR,Genel
J184,"Hangi gezegende su yoktur?","[""Hangisinde?"", ""Mars. Çünkü 'mar-su' yok."", ""Bu olmadı.""]",Bilimsel_Espri,Astronomi,TR,Genel
J185,"En çok hangi ilimiz soğuktur?","[""Hangisi?"", ""Don-durma."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J186,"Hangi zarda altı yoktur?","[""Hangisinde?"", ""Kulak zarında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J187,"En çok hangi hayvanın sesi kısılır?","[""Hangisinin?"", ""Kıs-takulak."", ""Bu zorlama.""]",Kelime_Oyunu,,TR,Genel
J188,"Hangi masalda kurt yoktur?","[""Hangisinde?"", ""Pamuk Prenses ve Yedi Cüceler."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J189,"En çok hangi hayvanın canı tatlıdır?","[""Hangisinin?"", ""Tatlı su balığının."", ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J190,"Hangi savaşta askerler ölmez?","[""Hangisinde?"", ""Satranç savaşında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J191,"Hangi piller patlamaz?","[""Hangisi?"", ""Tor-piller."", ""Tehlikeli.""]",Kelime_Oyunu,,TR,Genel
J192,"En çok hangi ilimiz küçüktür?","[""Hangisi?"", ""Mini-sota."", ""Bu Türkiye'de değil.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J193,"Temel, bir gün uçağa binmiş. Pilot anons yapmış: 'Lütfen kemerlerinizi bağlayın, kalkışa geçiyoruz.' Temel yanındakine sormuş: 'Uçak da mı acemi, daha yeni mi kalkıyor?'","[""Temel ve teknoloji."", ""Hahaha!"", ""Pilotun işi zor.""]",Bolgesel_Fikra,Temel,TR,Genel
J194,"En çok hangi hayvanın tırnağı batar?","[""Hangisinin?"", ""Bat-man."", ""Yarasa adam.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J195,"Hangi saat doğruyu göstermez?","[""Hangisi?"", ""Bozuk saat."", ""Günde iki kez hariç.""]",Soguk_Espri,,TR,Genel
J196,"En çok hangi ilimizde banyo yapılır?","[""Hangisinde?"", ""Banyo-lu."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J197,"Hangi derenin suyu içilmez?","[""Hangisinin?"", ""Ter-sakan deresi."", ""Ters akan dere.""]",Kelime_Oyunu,,TR,Genel
J198,"En çok hangi hayvanın beli incedir?","[""Hangisinin?"", ""İnce-k."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J199,"Hangi tarakta diş yoktur?","[""Hangisinde?"", ""Arı kovanı peteğinde (tarak).""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J200,"Bir virüs diğerine ne demiş?","[""Ne demiş?"", ""Aşkım, sana host oluyorum."", ""Biyolojik aşk.""]",Bilimsel_Espri,Biyoloji,TR,Genel
J201,"Adamın biri her şeye 'evet' diyormuş. Neden?","[""Neden?"", ""Çünkü 'hayır' demeyi bilmiyormuş."", ""Basit.""]",Soguk_Espri,,TR,Genel
J202,"Hangi macunla duvar örülür?","[""Hangisiyle?"", ""İnşaat macunuyla."", ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J203,"En çok hangi hayvanın adı bilinir?","[""Hangisinin?"", ""Bil-dik."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J204,"Hangi kapıdan girilmez?","[""Hangisinden?"", ""Dolap kapısından."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J205,"Hangi kalem kırılmaz?","[""Hangisi?"", ""Demir kalem."", ""Var mı öyle bir şey?""]",Soguk_Espri,,TR,Genel
J206,"En çok hangi ilimizde gül vardır?","[""Hangisinde?"", ""Gül-şehir."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J207,"Hangi yolda yürünmez?","[""Hangisinde?"", ""Samanyolu'nda."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J208,"Hangi ağaçta meyve olmaz?","[""Hangisinde?"", ""Soyağacında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J209,"En çok hangi hayvanın dişi yoktur?","[""Hangisinin?"", ""Dişi olmayan hayvanın."", ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J210,"Hangi bağda düğüm atılmaz?","[""Hangisinde?"", ""Gönül bağında."", ""Doğru.""]",Felsefi_Mizah,,TR,Genel
J211,"Hangi pazar günü tatil değildir?","[""Hangisi?"", ""Semt pazarı."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J212,"Hangi kalemle resim yapılmaz?","[""Hangisiyle?"", ""Tükenmez kalemle."", ""Zor olur.""]",Soguk_Espri,,TR,Genel
J213,"Hangi evde oturulmaz?","[""Hangisinde?"", ""Karınca evinde."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J214,"Hangi derenin suyu acıdır?","[""Hangisinin?"", ""Acı-su deresi."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J215,"Beyaz besin geldi mi?","[""Geldi!"", ""Saflık zamanı!"", ""Temiz enerji.""]",Rituel,Sim_Ozel,TR,Genel
J216,"En çok hangi ilimizde deniz vardır?","[""Hangisinde?"", ""Deniz-li."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J217,"Hangi karpuz yenmez?","[""Hangisi?"", ""Kar-puz."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J218,"Hangi balık yüzemez?","[""Hangisi?"", ""Kızarmış balık."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J219,"Hangi kalemle yazı yazmak en zevklidir?","[""Hangisiyle?"", ""Kader kalemiyle."", ""Felsefi.""]",Felsefi_Mizah,,TR,Genel
J220,"Hangi at zıplamaz?","[""Hangisi?"", ""Satranç atı."", ""'L' şeklinde gider.""]",Soguk_Espri,,TR,Genel
J221,"En çok hangi ilimizde rüzgar eser?","[""Hangisinde?"", ""Esen-yurt."", ""Doğru.""]",Kelime_Oyunu,,TR,Genel
J222,"Hangi derenin suyu tatlıdır?","[""Hangisinin?"", ""Tatlı-su deresi."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J223,"En çok hangi hayvanın beli ağrımaz?","[""Hangisinin?"", ""Yılanın."", ""Beli yok ki.""]",Soguk_Espri,,TR,Genel
J224,"Hangi evde ışık yanmaz?","[""Hangisinde?"", ""Kuş evinde."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J225,"En çok hangi ilimizde dağ vardır?","[""Hangisinde?"", ""Dağ-lıca."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J226,"Hangi ayda 32 gün vardır?","[""Hangisinde?"", ""Hiçbirinde."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J227,"En çok hangi hayvanın sesi güzel değildir?","[""Hangisinin?"", ""Karganın."", ""Gak gak.""]",Soguk_Espri,,TR,Genel
J228,"Hangi tarlada ekin biçilmez?","[""Hangisinde?"", ""Futbol tarlasında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J229,"En çok hangi ilimizde orman vardır?","[""Hangisinde?"", ""Orman-iye."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J230,"Hangi filin hortumu yoktur?","[""Hangisinin?"", ""Porselen filin."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J231,"En çok hangi hayvanın gözü büyüktür?","[""Hangisinin?"", ""Dev-e kuşunun."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J232,"Hangi yolda trafik olmaz?","[""Hangisinde?"", ""Köy yolunda."", ""Genellikle.""]",Soguk_Espri,,TR,Genel
J233,"Hangi derede balık olmaz?","[""Hangisinde?"", ""Kuru derede."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J234,"En çok hangi ilimizde karpuz yetişir?","[""Hangisinde?"", ""Diyarbakır."", ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J235,"Hangi ayda en az gün vardır?","[""Hangisinde?"", ""Şubat."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J236,"En çok hangi hayvanın boynu uzundur?","[""Hangisinin?"", ""Zürafanın."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J237,"Hangi tasta çorba içilmez?","[""Hangisinde?"", ""Kafatasında."", ""Bu kara mizahtı.""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J238,"En çok hangi ilimizde fındık yetişir?","[""Hangisinde?"", ""Giresun, Ordu."", ""Bu da gerçek.""]",Soguk_Espri,,TR,Genel
J239,"Hangi kalenin kapısı yoktur?","[""Hangisinin?"", ""Kumdan kalenin."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J240,"En çok hangi hayvanın tüyü dökülür?","[""Hangisinin?"", ""Tüy-döken."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J241,"Hangi bağda yaprak yoktur?","[""Hangisinde?"", ""Kalp bağında."", ""Doğru.""]",Felsefi_Mizah,,TR,Genel
J242,"En çok hangi ilimizde çay içilir?","[""Hangisinde?"", ""Rize."", ""Bu da doğru.""]",Soguk_Espri,,TR,Genel
J243,"Hangi masada yemek yenmez?","[""Hangisinde?"", ""Ameliyat masasında."", ""Doğru.""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J244,"En çok hangi hayvanın adı kısadır?","[""Hangisinin?"", ""At."", ""Tek hece.""]",Soguk_Espri,,TR,Genel
J245,"Hangi yolda araba gitmez?","[""Hangisinde?"", ""Patika yolda."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J246,"En çok hangi ilimizde pamuk yetişir?","[""Hangisinde?"", ""Adana, Şanlıurfa."", ""Bu da bilgi.""]",Soguk_Espri,,TR,Genel
J247,"Hangi köprüden geçilmez?","[""Hangisinden?"", ""Diş köprüsünden."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J248,"En çok hangi hayvanın boynuzu vardır?","[""Hangisinin?"", ""Keçinin."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J249,"Hangi fırında ekmek pişmez?","[""Hangisinde?"", ""Taş fırında."", ""Bu olmadı.""]",Soguk_Espri,,TR,Genel
J250,"En çok hangi ilimizde kayısı yetişir?","[""Hangisinde?"", ""Malatya."", ""Bu da bilgi.""]",Soguk_Espri,,TR,Genel
J251,"Adamın biri varmış, yedi katlı binadan düşmüş ölmemiş, neden?","[""Neden?"", ""Çünkü adamın adı 'Can'mış, can çıkmamış."", ""Bu çok kötüydü.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J252,"Hangi devlet dairesinde işler hiç yürümez?","[""Hangisinde?"", ""Mezarlıklar Müdürlüğü."", ""Bu kara mizahtı.""]",Kara_Mizah,Olum,TR,Kara_Mizah_Seviye2
J253,"Newton neden yerçekimini keşfetti?","[""Neden?"", ""Çünkü canı elma çekmişti."", ""Bu iyiydi!""]",Bilimsel_Espri,Fizik,TR,Genel
J254,"En çok konuşan organ hangisidir?","[""Hangisi?"", ""Çene."", ""Çenesi düşük.""]",Soguk_Espri,,TR,Genel
J255,"Adamın biri o kadar sinirliymiş ki, telefon rehberindeki herkesi aramış.","[""Neden?"", ""Sinirini çıkarmak için."", ""Garip bir yöntem.""]",Absurt_Mizah,,TR,Genel
J256,"Neden proton mutluydu?","[""Çünkü hep pozitifti!""," ""Anlamadım ama komik?""," ""Fizikçiler anlar!""]",Bilimsel_Espri,Fizik,TR,Genel
J257,"Adamın biri ağlamış, vazoya koymuşlar.","[""Hahaha!""," ""Bu çok soğuktu!""," ""İğrenç bir espri.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J258,"Vur kaleci vur!","[""Oyna oyna oyna!""," ""Kaleci iyidir!""," ""Yine mi bu?""]",Rituel,Sim_Ozel,TR,Genel
J259,"Dedem sonunda ideal kilosuna ulaştı: 2.5 kilo, külleri dahil.","[""Bu biraz ağır oldu.""," ""Kara mizah severim!""," ""Hiç komik değil.""]",Kara_Mizah,Olum,TR,Kara_Mizah_Seviye2
J260,"Ben çay içiyorum, Demet Akbağ.","[""Zekice!""," ""Kelime oyunu mu bu?""," ""Güzeldi!""]",Kelime_Oyunu,,TR,Genel
J261,"Kediler neden dünyayı istila etmiyor?","[""Neden?""," ""Çünkü bütün gün uyuyorlar, vakitleri yok.""," ""Mantıklı geldi.""]",Absurt_Mizah,,TR,Genel
J262,"Temel bir gün Almanya'ya gitmiş. 'Vay be, burası da mı gurbetçi dolu?' demiş.","[""Klasik Temel fıkrası.""," ""Hahaha!""," ""?""]",Bolgesel_Fikra,Temel,TR,Genel
J263,"Geçen gün bir kitap okudum, hala bitmedi.","[""Offf!""," ""Baba şakası alarmı!""," ""Güldüm, ne yalan söyleyeyim.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J264,"İki doktor karşılaşmış, biri diğerine 'Naber kanka, nabzın kaç atıyor?' demiş.","[""Doktorlar anlar.""," ""Çok komik!""," ""Sadece biz güleriz buna.""]",Mesleki_Espri,Saglik,TR,Genel
J265,"İki molekül yolda çarpışmış. Biri 'Kusura bakma, bağlarımı koparttın!' demiş. Diğeri 'Önemli değil, iyonik zaten.'","[""Bu iyiydi!""," ""Kimya dersi gibi.""," ""Bilimsel ve komik!""]",Bilimsel_Espri,Kimya,TR,Genel
J266,"Seni görünce kalbim sterlin, aklım frank.","[""Uluslararası bir aşk.""," ""Hahaha!""," ""Çok kötüydü!""]",Soguk_Espri,,TR,Genel
J267,"Sana bir şirinlik yapayım, şirinlerini toplarsın.","[""Bu çok eski.""," ""Ayıp ama komik.""," ""Yine mi bu?""]",Kelime_Oyunu,,TR,Genel
J268,"Hasta: 'Doktor bey, kendimi bir eşek gibi hissediyorum.' Doktor: 'Ne zamandan beri?' Hasta: 'Anırdığımdan beri.'","[""Acı ama gerçekçi.""," ""Kara mizahın dibi.""," ""Gülsem mi ağlasam mı?""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J269,"Siyah besin geldi mi?","[""Sonunda!""," ""Paylaşalım mı?""," ""Bütün gün bunu bekledim.""]",Rituel,Sim_Ozel,TR,Genel
J270,"Kafam karışık. -Kafan kim?","[""Lütfen yapma bunu.""," ""Klasik baba şakası.""," ""Düştüm bu espriye.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J271,"Argon bir partiye gitmiş, kimseyle konuşmamış. Çünkü o bir soylu gazmış.","[""Soylu bir tepkisizlik.""," ""Anlayan anladı.""," ""Harika!""]",Bilimsel_Espri,Kimya,TR,Genel
J272,"Kadınlar neden alışverişi sever?","[""Neden?""," ""Çünkü 'indirim' kelimesi sihirli.""," ""Bu biraz cinsiyetçi olabilir.""]",Mustehcen,,TR,Hafif_Mustehcen
J273,"Fatih Sultan Mehmet neden gemileri karadan yürütmüş?","[""Bilmiyorum, neden?""," ""Deniz trafiği çokmuş.""," ""Tarihi bir soğuk espri.""]",Soguk_Espri,Tarih,TR,Genel
J274,"Hoca bir gün pazara gitmiş. 'Bu elmalar ne kadar?' diye sormuş. Satıcı 'Tanesi 1 lira ama sana 50 kuruş olur hocam' demiş. Hoca 'O zaman iki tane ver de borcum olmasın' demiş.","[""Ya tutarsa!""," ""Umudun fıkrası.""," ""Nasreddin Hoca klasiği.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J275,"Bir öğretmen sınıfta sordu: 'Çocuklar, en sevdiğiniz ders hangisi?' Arkadan bir öğrenci bağırdı: 'Boş ders hocam!'","[""Meslek hastalığı.""," ""Bu çok iyiydi!""," ""Öğrenciler hep aynı.""]",Mesleki_Espri,Egitim,TR,Genel
J276,"Bir zürafa neden sarı lacivert atkı takar?","[""Neden ki?""," ""Çünkü Fenerbahçeliydi.""," ""Absürtlüğün zirvesi!""]",Absurt_Mizah,,TR,Genel
J277,"İyimserlik bulaşıcıdır. Kötümserlik de.","[""Bu doğru.""," ""Sarkazm kokusu alıyorum.""," ""Biraz karamsar ama komik.""]",Kara_Mizah,Sarkazm,TR,Kara_Mizah_Seviye1
J278,"Bir üçgen ile bir kare neden hiç anlaşamaz?","[""Ne yaparlar?""," ""Çünkü birinin üç, diğerinin dört köşesi var; ortak noktaları az.""," ""Matematik ve felsefe bir arada.""]",Bilimsel_Espri,Matematik,TR,Genel
J279,"Adamın biri o kadar çalışkanmış ki, rüyasında bile proje yapıyormuş.","[""Çalışkanlığın bu kadarı!""," ""Akıllıca.""," ""Hahaha!""]",Soguk_Espri,,TR,Genel
J280,"Alarm neden çalar?","[""Ne işe yarar?""," ""Çünkü uyanmamız gerektiğini bilir.""," ""Mantık hatası ama komik.""]",Absurt_Mizah,,TR,Genel
J281,"Gökyüzünde hangi örtü serilmez?","[""Yıldız örtüsü.""," ""Bunu beklemiyordum.""," ""Soğuk, çok soğuk!""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J282,"En zeki meyve hangisidir?","[""Hangisi?""," ""Bilge-dut.""," ""Anladım, bilge dut...""]",Kelime_Oyunu,,TR,Genel
J283,"Kızartılan patatese ne denir?","[""French fries.""," ""Off bu çok kötüydü.""," ""İngilizce bilenler güldü.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J284,"Televizyonda maç arası dedi, aradım meşguldü.","[""Ciddi olamazsın.""," ""Güldürdün.""," ""Tam bir baba şakası.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J285,"Heisenberg'in arabası neden hep belirsizdir?","[""Bu çok iyi!""," ""Kuantum esprisi!""," ""Anlamak için fizikçi olmak lazım.""]",Bilimsel_Espri,Fizik,TR,Genel
J286,"Bu kivino, başka kivi yok.","[""Hahaha!""," ""Marka şakası ha?""," ""Zekice düşünülmüş.""]",Kelime_Oyunu,,TR,Genel
J287,"Temel'in en sevdiği yemek hangisidir?","[""Hangisi?""," ""Hamsili pilav, tabii ki.""," ""Temel yine formunda.""]",Bolgesel_Fikra,Temel,TR,Genel
J288,"İtalyanlar neden spagetti yer?","[""Neden?""," ""Çünkü 'pasta' la vista baby!""," ""İtalyanca bilmek lazım.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J289,"Adamın biri çok şişmanmış, üçüncü kata çıkmış.","[""Hahahaha!""," ""Spor esprisi.""," ""Formda kalmak lazım.""]",Soguk_Espri,,TR,Genel
J290,"Neden bazı kuşlar güneye uçar?","[""Bilmiyorum.""," ""Çünkü yürümek çok uzun sürer.""," ""Çok saçma ama güldüm.""]",Absurt_Mizah,,TR,Genel
J291,"Benim neden dedem yok?","[""Neden?""," ""Çünkü annem de babam da tek çocuk değil ama dedem vefat etti.""," ""Mantıklı!""]",Soguk_Espri,,TR,Genel
J292,"Bir realist ile bir idealist arasındaki fark nedir?","[""Nedir?""," ""Realist bardağın yarısı boş der, idealist yarısı dolu; mühendis ise bardak gereğinden büyük der.""," ""Doğru söze ne denir.""]",Felsefi_Mizah,,TR,Genel
J293,"Uzun pantolonla gezen adama ne denir?","[""Ne denir?"", ""Pantol-on.""," ""Pantol-on, anladım!""]",Kelime_Oyunu,,TR,Genel
J294,"Almanlar neden bira sever?","[""Neden?""," ""Çünkü 'bier' olmadan 'wir' olamazlar.""," ""Takım ruhu için demek.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J295,"Geçmişten geldim, çok renkliydi, herkes disko müzik dinliyordu.","[""Bu çok eğlenceliydi.""," ""Zamanda yolculuk esprisi mi?""," ""Biraz nostaljik.""]",Kara_Mizah,Zaman,TR,Kara_Mizah_Seviye1
J296,"Çorbayı neyle içersin?","[""Kaşıkla?""," ""Hayır, 'afiyet olsun'dan sonra.""," ""Teşekkürler, çok naziksiniz.""]",Soguk_Espri,,TR,Genel
J297,"En tatlı 5 nedir?","[""Şekerbeş.""," ""Bu tatlıydı.""," ""Çok kötü.""]",Soguk_Espri,,TR,Genel
J298,"En cesur organ hangisidir?","[""Hangisi?"", ""Yürek.""," ""Çünkü yürek yemiş deriz.""]",Kelime_Oyunu,,TR,Genel
J299,"Kedi bir zıplar, iki zıplar, üçüncüde ne olur?","[""Düşer mi?"", ""Mamasını yer.""," ""Beklenmedik cevap.""]",Absurt_Mizah,,TR,Genel
J300,"Turkuaz enerji içeceği geldi mi?","[""Geldi geldi!""," ""Hızlanma zamanı!""," ""Paylaşalım hemen.""]",Rituel,Sim_Ozel,TR,Genel
J301,"Bir hayalet, bankada ne yapar?","[""Ne yapar?"", ""Ruhsat alır.""," ""Hayalet bürokrasisi.""]",Soguk_Espri,,TR,Genel
J302,"En çalışkan böcek hangisidir?","[""Hangisi?"", ""Arı. Çünkü hep bal yapar.""," ""Bu doğruydu.""]",Kelime_Oyunu,,TR,Genel
J303,"Adamın kafasına meteor düşmüş, ne demiş?","[""Ne demiş?"", ""Yıldızım parladı sandım.""," ""Hahaha!""]",Kelime_Oyunu,,TR,Genel
J304,"Bilgisayar neden çalışır?","[""Bilmem."", ""Fişi takılı olduğu için.""," ""Elektriği de var mı?""]",Soguk_Espri,,TR,Genel
J305,"Hakimler neden cübbe giyer?","[""Neden?"", ""Çünkü adaleti örterler.""," ""Çok mantıklı!""]",Mesleki_Espri,Hukuk,TR,Genel
J306,"En serin hava hangisidir?","[""Hangisi?"", ""Es-inti.""," ""Ferahlatıcı bir cevap.""]",Kelime_Oyunu,,TR,Genel
J307,"Bir mumya sınavı geçemezse ne olur?","[""Ne olur?"", ""Sargıları çözülür.""," ""Zaten sargılı değil miydi?""]",Kara_Mizah,Mumya,TR,Kara_Mizah_Seviye1
J308,"En kısa sakal kimdedir?","[""Bebek?"", ""Hayır, benimki. Çünkü her gün keserim.""," ""Bu çok kötüydü.""]",Soguk_Espri,,TR,Genel
J309,"En çok akrabası olan sebze hangisidir?","[""Hangisi?"", ""Soğan. Çünkü kat kat.""," ""Aile boyu sebze.""]",Kelime_Oyunu,,TR,Genel
J310,"Hangi boyayla duvar boyanmaz?","[""Hangisi?"", ""Göz boyasıyla.""," ""Tadını düşünemiyorum.""]",Soguk_Espri,,TR,Genel
J311,"Prens ölünce kraliçe ne olur?","[""Kraliçe olur?"", ""Hayır, dul kalır.""," ""Doğru söze ne denir.""]",Soguk_Espri,,TR,Genel
J312,"En yavaş harf hangisidir?","[""Hangisi?"", ""Kaplumbağ-A.""," ""Hayvanlara gittik.""]",Kelime_Oyunu,,TR,Genel
